Municipios de 500 habitantes o más,Sexo,Nacionalidad,Nivel de estudios en curso,Periodo,Total
38029 Puntagorda,Total,Española,No cursa estudios,1-ene-22,1376
38029 Puntagorda,Total,Extranjera,Total,1-ene-22,596
38029 Puntagorda,Total,Extranjera,"Segunda etapa de educación secundaria, con orientación general",1-ene-22,8
38029 Puntagorda,Total,Extranjera,"Segunda etapa de Educación Secundaria, con orientación profesional (con y sin continuidad en la educación superior); Educación postsecundaria no superior",1-ene-22,8
38029 Puntagorda,Total,Extranjera,Cursa estudios pero no hay información sobre los mismos,1-ene-22,5
38029 Puntagorda,Total,Extranjera,No cursa estudios,1-ene-22,573
38030 Puntallana,Total,Española,Total,1-ene-22,2027
38030 Puntallana,Total,Española,Primera etapa de Educación Secundaria y similar,1-ene-22,8
38030 Puntallana,Total,Española,"Segunda etapa de educación secundaria, con orientación general",1-ene-22,66
38030 Puntallana,Total,Española,"Segunda etapa de Educación Secundaria, con orientación profesional (con y sin continuidad en la educación superior); Educación postsecundaria no superior",1-ene-22,36
38030 Puntallana,Total,Española,Educación superior,1-ene-22,123
38030 Puntallana,Total,Española,No cursa estudios,1-ene-22,1792
38030 Puntallana,Total,Extranjera,Total,1-ene-22,226
38030 Puntallana,Total,Extranjera,No cursa estudios,1-ene-22,217
"38031 Realejos, Los",Total,Española,Total,1-ene-22,30766
"38031 Realejos, Los",Total,Española,Educación primaria e inferior,1-ene-22,61
"38031 Realejos, Los",Total,Española,Primera etapa de Educación Secundaria y similar,1-ene-22,222
"38031 Realejos, Los",Total,Española,"Segunda etapa de educación secundaria, con orientación general",1-ene-22,1074
"38031 Realejos, Los",Total,Española,"Segunda etapa de Educación Secundaria, con orientación profesional (con y sin continuidad en la educación superior); Educación postsecundaria no superior",1-ene-22,535
"38031 Realejos, Los",Total,Española,Educación superior,1-ene-22,1539
"38031 Realejos, Los",Total,Española,Cursa estudios pero no hay información sobre los mismos,1-ene-22,22
"38031 Realejos, Los",Total,Española,No cursa estudios,1-ene-22,27313
"38031 Realejos, Los",Total,Extranjera,Total,1-ene-22,1941
"38031 Realejos, Los",Total,Extranjera,Primera etapa de Educación Secundaria y similar,1-ene-22,10
"38031 Realejos, Los",Total,Extranjera,"Segunda etapa de educación secundaria, con orientación general",1-ene-22,45
"38031 Realejos, Los",Total,Extranjera,"Segunda etapa de Educación Secundaria, con orientación profesional (con y sin continuidad en la educación superior); Educación postsecundaria no superior",1-ene-22,40
"38031 Realejos, Los",Total,Extranjera,Educación superior,1-ene-22,31
"38031 Realejos, Los",Total,Extranjera,Cursa estudios pero no hay información sobre los mismos,1-ene-22,7
"38031 Realejos, Los",Total,Extranjera,No cursa estudios,1-ene-22,1804
"38032 Rosario, El",Total,Española,Total,1-ene-22,14552
"38032 Rosario, El",Total,Española,Educación primaria e inferior,1-ene-22,32
"38032 Rosario, El",Total,Española,Primera etapa de Educación Secundaria y similar,1-ene-22,59
"38032 Rosario, El",Total,Española,"Segunda etapa de educación secundaria, con orientación general",1-ene-22,528
"38032 Rosario, El",Total,Española,"Segunda etapa de Educación Secundaria, con orientación profesional (con y sin continuidad en la educación superior); Educación postsecundaria no superior",1-ene-22,242
"38032 Rosario, El",Total,Española,Educación superior,1-ene-22,957
"38032 Rosario, El",Total,Española,Cursa estudios pero no hay información sobre los mismos,1-ene-22,13
"38032 Rosario, El",Total,Española,No cursa estudios,1-ene-22,12721
"38032 Rosario, El",Total,Extranjera,Total,1-ene-22,1014
"38032 Rosario, El",Total,Extranjera,"Segunda etapa de educación secundaria, con orientación general",1-ene-22,16
"38032 Rosario, El",Total,Extranjera,"Segunda etapa de Educación Secundaria, con orientación profesional (con y sin continuidad en la educación superior); Educación postsecundaria no superior",1-ene-22,9
"38032 Rosario, El",Total,Extranjera,Educación superior,1-ene-22,17
"38032 Rosario, El",Total,Extranjera,No cursa estudios,1-ene-22,964
38033 San Andrés y Sauces,Total,Española,Total,1-ene-22,3651
38033 San Andrés y Sauces,Total,Española,Primera etapa de Educación Secundaria y similar,1-ene-22,10
38033 San Andrés y Sauces,Total,Española,"Segunda etapa de educación secundaria, con orientación general",1-ene-22,75
38033 San Andrés y Sauces,Total,Española,"Segunda etapa de Educación Secundaria, con orientación profesional (con y sin continuidad en la educación superior); Educación postsecundaria no superior",1-ene-22,43
38033 San Andrés y Sauces,Total,Española,Educación superior,1-ene-22,172
38033 San Andrés y Sauces,Total,Española,Cursa estudios pero no hay información sobre los mismos,1-ene-22,5
38033 San Andrés y Sauces,Total,Española,No cursa estudios,1-ene-22,3345
38033 San Andrés y Sauces,Total,Extranjera,Total,1-ene-22,243
38033 San Andrés y Sauces,Total,Extranjera,"Segunda etapa de educación secundaria, con orientación general",1-ene-22,6
38033 San Andrés y Sauces,Total,Extranjera,"Segunda etapa de Educación Secundaria, con orientación profesional (con y sin continuidad en la educación superior); Educación postsecundaria no superior",1-ene-22,5
38033 San Andrés y Sauces,Total,Extranjera,No cursa estudios,1-ene-22,226
38034 San Juan de la Rambla,Total,Española,Total,1-ene-22,4129
38034 San Juan de la Rambla,Total,Española,Primera etapa de Educación Secundaria y similar,1-ene-22,26
38034 San Juan de la Rambla,Total,Española,"Segunda etapa de educación secundaria, con orientación general",1-ene-22,132
38034 San Juan de la Rambla,Total,Española,"Segunda etapa de Educación Secundaria, con orientación profesional (con y sin continuidad en la educación superior); Educación postsecundaria no superior",1-ene-22,81
38034 San Juan de la Rambla,Total,Española,Educación superior,1-ene-22,183
38034 San Juan de la Rambla,Total,Española,Cursa estudios pero no hay información sobre los mismos,1-ene-22,7
38034 San Juan de la Rambla,Total,Española,No cursa estudios,1-ene-22,3700
38034 San Juan de la Rambla,Total,Extranjera,Total,1-ene-22,186
38034 San Juan de la Rambla,Total,Extranjera,"Segunda etapa de educación secundaria, con orientación general",1-ene-22,7
38034 San Juan de la Rambla,Total,Extranjera,"Segunda etapa de Educación Secundaria, con orientación profesional (con y sin continuidad en la educación superior); Educación postsecundaria no superior",1-ene-22,6
38034 San Juan de la Rambla,Total,Extranjera,No cursa estudios,1-ene-22,168
38035 San Miguel de Abona,Total,Española,Total,1-ene-22,11617
38035 San Miguel de Abona,Total,Española,Educación primaria e inferior,1-ene-22,7
38035 San Miguel de Abona,Total,Española,Primera etapa de Educación Secundaria y similar,1-ene-22,68
38035 San Miguel de Abona,Total,Española,"Segunda etapa de educación secundaria, con orientación general",1-ene-22,472
38035 San Miguel de Abona,Total,Española,"Segunda etapa de Educación Secundaria, con orientación profesional (con y sin continuidad en la educación superior); Educación postsecundaria no superior",1-ene-22,220
38035 San Miguel de Abona,Total,Española,Educación superior,1-ene-22,530
38035 San Miguel de Abona,Total,Española,Cursa estudios pero no hay información sobre los mismos,1-ene-22,10
38035 San Miguel de Abona,Total,Española,No cursa estudios,1-ene-22,10310
38035 San Miguel de Abona,Total,Extranjera,Total,1-ene-22,7209
38035 San Miguel de Abona,Total,Extranjera,Primera etapa de Educación Secundaria y similar,1-ene-22,36
38035 San Miguel de Abona,Total,Extranjera,"Segunda etapa de educación secundaria, con orientación general",1-ene-22,126
38035 San Miguel de Abona,Total,Extranjera,"Segunda etapa de Educación Secundaria, con orientación profesional (con y sin continuidad en la educación superior); Educación postsecundaria no superior",1-ene-22,69
38035 San Miguel de Abona,Total,Extranjera,Educación superior,1-ene-22,65
38035 San Miguel de Abona,Total,Extranjera,Cursa estudios pero no hay información sobre los mismos,1-ene-22,21
38035 San Miguel de Abona,Total,Extranjera,No cursa estudios,1-ene-22,6891
38036 San Sebastián de la Gomera,Total,Española,Total,1-ene-22,7258
38036 San Sebastián de la Gomera,Total,Española,Educación primaria e inferior,1-ene-22,18
38036 San Sebastián de la Gomera,Total,Española,Primera etapa de Educación Secundaria y similar,1-ene-22,59
38036 San Sebastián de la Gomera,Total,Española,"Segunda etapa de educación secundaria, con orientación general",1-ene-22,226
38036 San Sebastián de la Gomera,Total,Española,"Segunda etapa de Educación Secundaria, con orientación profesional (con y sin continuidad en la educación superior); Educación postsecundaria no superior",1-ene-22,215
38036 San Sebastián de la Gomera,Total,Española,Educación superior,1-ene-22,578
38036 San Sebastián de la Gomera,Total,Española,Cursa estudios pero no hay información sobre los mismos,1-ene-22,14
38036 San Sebastián de la Gomera,Total,Española,No cursa estudios,1-ene-22,6148
38036 San Sebastián de la Gomera,Total,Extranjera,Total,1-ene-22,991
38036 San Sebastián de la Gomera,Total,Extranjera,Primera etapa de Educación Secundaria y similar,1-ene-22,7
38036 San Sebastián de la Gomera,Total,Extranjera,"Segunda etapa de educación secundaria, con orientación general",1-ene-22,15
38036 San Sebastián de la Gomera,Total,Extranjera,"Segunda etapa de Educación Secundaria, con orientación profesional (con y sin continuidad en la educación superior); Educación postsecundaria no superior",1-ene-22,16
38036 San Sebastián de la Gomera,Total,Extranjera,Educación superior,1-ene-22,25
38036 San Sebastián de la Gomera,Total,Extranjera,Cursa estudios pero no hay información sobre los mismos,1-ene-22,7
38036 San Sebastián de la Gomera,Total,Extranjera,No cursa estudios,1-ene-22,921
38037 Santa Cruz de la Palma,Total,Española,Total,1-ene-22,12992
38037 Santa Cruz de la Palma,Total,Española,Educación primaria e inferior,1-ene-22,10
38037 Santa Cruz de la Palma,Total,Española,Primera etapa de Educación Secundaria y similar,1-ene-22,70
38037 Santa Cruz de la Palma,Total,Española,"Segunda etapa de educación secundaria, con orientación general",1-ene-22,370
38037 Santa Cruz de la Palma,Total,Española,"Segunda etapa de Educación Secundaria, con orientación profesional (con y sin continuidad en la educación superior); Educación postsecundaria no superior",1-ene-22,273
38037 Santa Cruz de la Palma,Total,Española,Educación superior,1-ene-22,685
38037 Santa Cruz de la Palma,Total,Española,Cursa estudios pero no hay información sobre los mismos,1-ene-22,17
38037 Santa Cruz de la Palma,Total,Española,No cursa estudios,1-ene-22,11567
38037 Santa Cruz de la Palma,Total,Extranjera,Total,1-ene-22,962
38037 Santa Cruz de la Palma,Total,Extranjera,Educación primaria e inferior,1-ene-22,5
38037 Santa Cruz de la Palma,Total,Extranjera,Primera etapa de Educación Secundaria y similar,1-ene-22,6
38037 Santa Cruz de la Palma,Total,Extranjera,"Segunda etapa de educación secundaria, con orientación general",1-ene-22,26
38037 Santa Cruz de la Palma,Total,Extranjera,"Segunda etapa de Educación Secundaria, con orientación profesional (con y sin continuidad en la educación superior); Educación postsecundaria no superior",1-ene-22,27
38037 Santa Cruz de la Palma,Total,Extranjera,Educación superior,1-ene-22,23
38037 Santa Cruz de la Palma,Total,Extranjera,Cursa estudios pero no hay información sobre los mismos,1-ene-22,12
38037 Santa Cruz de la Palma,Total,Extranjera,No cursa estudios,1-ene-22,863
38038 Santa Cruz de Tenerife,Total,Española,Total,1-ene-22,171653
38038 Santa Cruz de Tenerife,Total,Española,Educación primaria e inferior,1-ene-22,208
38038 Santa Cruz de Tenerife,Total,Española,Primera etapa de Educación Secundaria y similar,1-ene-22,1185
38038 Santa Cruz de Tenerife,Total,Española,"Segunda etapa de educación secundaria, con orientación general",1-ene-22,5452
38038 Santa Cruz de Tenerife,Total,Española,"Segunda etapa de Educación Secundaria, con orientación profesional (con y sin continuidad en la educación superior); Educación postsecundaria no superior",1-ene-22,3323
38038 Santa Cruz de Tenerife,Total,Española,Educación superior,1-ene-22,9806
38038 Santa Cruz de Tenerife,Total,Española,Cursa estudios pero no hay información sobre los mismos,1-ene-22,230
38038 Santa Cruz de Tenerife,Total,Española,No cursa estudios,1-ene-22,151449
38038 Santa Cruz de Tenerife,Total,Extranjera,Total,1-ene-22,12490
38038 Santa Cruz de Tenerife,Total,Extranjera,Educación primaria e inferior,1-ene-22,22
38038 Santa Cruz de Tenerife,Total,Extranjera,Primera etapa de Educación Secundaria y similar,1-ene-22,78
38038 Santa Cruz de Tenerife,Total,Extranjera,"Segunda etapa de educación secundaria, con orientación general",1-ene-22,307
38038 Santa Cruz de Tenerife,Total,Extranjera,"Segunda etapa de Educación Secundaria, con orientación profesional (con y sin continuidad en la educación superior); Educación postsecundaria no superior",1-ene-22,237
38038 Santa Cruz de Tenerife,Total,Extranjera,Educación superior,1-ene-22,330
38038 Santa Cruz de Tenerife,Total,Extranjera,Cursa estudios pero no hay información sobre los mismos,1-ene-22,89
38038 Santa Cruz de Tenerife,Total,Extranjera,No cursa estudios,1-ene-22,11427
38039 Santa Úrsula,Total,Española,Total,1-ene-22,11900
38039 Santa Úrsula,Total,Española,Educación primaria e inferior,1-ene-22,41
38039 Santa Úrsula,Total,Española,Primera etapa de Educación Secundaria y similar,1-ene-22,71
38039 Santa Úrsula,Total,Española,"Segunda etapa de educación secundaria, con orientación general",1-ene-22,437
